Protein_1	Protein_2	Interaction_label
ADA2	EPL1	1
ADA2	ESA1	1
ADA2	GAL4	1
ADA2	GCN4	1
ADA2	GCN5	1
ADA2	HFI1	1
ADA2	HHT2	1
ADA2	HTA1	1
ADA2	HTA2	1
ADA2	HTB1	1
ADA2	HTB2	1
ADA2	HTZ1	1
ADA2	NGG1	1
ADA2	RSC4	1
ADA2	RTG2	1
ADA2	SAS3	1
ADA2	SGF11	1
ADA2	SGF29	1
ADA2	SGF73	1
ADA2	SPT15	1
ADA2	SPT20	1
ADA2	SPT3	1
ADA2	SPT7	1
ADA2	SPT8	1
ADA2	SUS1	1
ADA2	SWC4	1
ADA2	TAF1	1
ADA2	TAF10	1
ADA2	TAF12	1
ADA2	TAF5	1
ADA2	TAF6	1
ADA2	TAF9	1
ADA2	TRA1	1
ADA2	UBP8	1
ADA2	YAF9	1
ADA2	YNG2	1
ADE1	ADE5,7	1
ADE1	GCD7	1
ADE13	ADE2	1
ADE13	ADO1	1
ADE13	APT1	1
ADE13	APT2	1
ADE13	MDH3	1
ADE13	PRT1	1
ADE16	ADE17	1
ADE17	DFR1	1
ADE2	ADE5,7	1
ADE2	ADE8	1
ADE3	MIS1	1
ADE3	SHM1	1
ADE3	SHM2	1
ADE4	CYS3	1
ADE4	RNA1	1
ADE5,7	GSY2	1
ADE6	UBP2	1
ADE8	FAU1	1
ADH1	ADH3	1
ADH1	ADH4	1
ADH1	SEC1	1
ADH1	SEC7	1
ADH1	SFA1	1
ADH2	ADH4	1
ADH2	ALD5	1
ADH2	SFA1	1
ADH3	ADH4	1
ADH3	ALD5	1
ADH3	ALD6	1
ADH3	PDC1	1
ADH3	SFA1	1
ADH4	ADH5	1
ADH4	FDH1	1
ADH4	MET5	1
ADH4	SFA1	1
ADH5	SFA1	1
ADK1	RBK1	1
ADO1	APT1	1
ADO1	APT2	1
ADO1	MEU1	1
ADR1	GCN5	1
ADR1	RPD3	1
AFG2	BUD20	1
AFG2	CRM1	1
AFG2	NOG2	1
AFG2	RLP24	1
AFG2	RLP7	1
AFG2	SHP1	1
AFG3	YTA12	1
AFR1	CDC12	1
AFT1	GRX3	1
AFT1	RAD9	1
AFT1	RGR1	1
AFT1	SIT1	1
AFT1	SNF2	1
AFT1	SPT7	1
AFT1	SSL2	1
AFT1	SWI1	1
AFT1	SWI3	1
AFT1	TAF2	1
AFT1	UBP8	1
AFT1	YAP1	1
AFT1	YLR278C	1
AGA1	STE12	1
AGE1	AGE2	1
AGE1	ARF1	1
AGE1	GCS1	1
AGE2	CHC1	1
AGE2	GCS1	1
AGX1	ILV1	1
AGX1	SER1	1
AHA1	HSC82	1
AHA1	HSP82	1
AHA1	SET6	1
AHA1	SPE2	1
AHC1	EPL1	1
AHC1	GCN5	1
AHC1	NGG1	1
AHC1	SGF29	1
AHC1	YAF9	1
AHC1	YNG2	1
AI1	TAZ1	1
AI3	COX4	1
AI4	COX4	1
AI5_ALPHA	COX4	1
AIM21	BBC1	1
AIM21	CAP1	1
AIM21	CAP2	1
AIM21	TDA2	1
AIM23	PDB1	1
AIM45	RPS25A	1
AIP1	COF1	1
AIP1	SRV2	1
AIR1	AIR2	1
AIR1	MTR4	1
AIR1	PAP2	1
AIR1	TRF5	1
AIR2	LSM1	1
AIR2	LSM2	1
AIR2	MTR4	1
AIR2	NAB3	1
AIR2	PAP2	1
AIR2	TRF5	1
AKL1	CPR1	1
AKL1	EDE1	1
AKL1	ENT2	1
AKL1	HST1	1
AKL1	PAN1	1
AKL1	SLA2	1
AKR1	IQG1	1
AKR1	PEP12	1
AKR1	STE3	1
AKR1	STE4	1
AKR1	VTI1	1
AKR1	YCK1	1
AKR1	YCK2	1
AKR1	YKT6	1
ALA1	RAS1	1
ALA1	TIM11	1
ALD2	ALD3	1
ALD2	ALD5	1
ALD4	KAP104	1
ALD4	PDC1	1
ALD4	SRP68	1
ALD6	CYS4	1
ALD6	IDH2	1
ALD6	TUB2	1
ALD6	ZWF1	1
ALE1	PSD1	1
ALE1	PSD2	1
ALE1	SLC1	1
ALF1	TUB1	1
ALF1	TUB3	1
ALG1	PSA1	1
ALG1	SEC53	1
ALG13	ALG14	1
ALG13	ALG7	1
ALG14	ALG7	1
ALG2	PSA1	1
ALG2	SEC53	1
ALG3	ALG5	1
ALG3	DPM1	1
ALT1	ARO8	1
ALT1	GLT1	1
ALT1	SDH2	1
ALY1	RSP5	1
ALY2	APL3	1
ALY2	GAP1	1
ALY2	RSP5	1
AMA1	CDC16	1
AMA1	CDC20	1
AMA1	CDC27	1
AMA1	CDC28	1
AMA1	CDC5	1
AMA1	CLB1	1
AMA1	MAD2	1
AMA1	MND2	1
AMN1	SKP1	1
AMN1	SSZ1	1
AMN1	ZUO1	1
AMS1	ATG19	1
AMS1	ATG34	1
ANB1	HYP2	1
ANP1	HOC1	1
ANP1	MNN10	1
ANP1	MNN11	1
ANP1	MNN9	1
ANP1	PMR1	1
ANP1	PMT1	1
ANP1	PMT2	1
ANP1	SEC62	1
ANP1	VAN1	1
AOS1	SMT3	1
AOS1	UBA2	1
AOS1	UBC9	1
APA1	APA2	1
APC1	APC11	1
APC1	APC2	1
APC1	APC4	1
APC1	APC5	1
APC1	APC9	1
APC1	BUB1	1
APC1	BUB3	1
APC1	CDC16	1
APC1	CDC20	1
APC1	CDC23	1
APC1	CDC26	1
APC1	CDC27	1
APC1	CDC28	1
APC1	CDC4	1
APC1	CDC5	1
APC1	CDH1	1
APC1	DOC1	1
APC1	MAD2	1
APC1	MAD3	1
APC1	MET30	1
APC1	MND2	1
APC1	SWM1	1
APC11	APC2	1
APC11	APC4	1
APC11	APC5	1
APC11	APC9	1
APC11	BUB3	1
APC11	CDC16	1
APC11	CDC20	1
APC11	CDC23	1
APC11	CDC26	1
APC11	CDC27	1
APC11	CDC4	1
APC11	CDC5	1
APC11	CDH1	1
APC11	DOC1	1
APC11	ELC1	1
APC11	MND2	1
APC11	SWM1	1
APC11	UBC1	1
APC11	UBC11	1
APC11	UBC12	1
APC11	UBC4	1
APC11	UBC5	1
APC11	UBI4	1
APC2	APC4	1
APC2	APC5	1
APC2	APC9	1
APC2	CDC16	1
APC2	CDC20	1
APC2	CDC23	1
APC2	CDC26	1
APC2	CDC27	1
APC2	CDC5	1
APC2	CLB2	1
APC2	DOC1	1
APC2	HRT1	1
APC2	MND2	1
APC2	SWM1	1
APC2	UBC4	1
APC4	APC5	1
APC4	APC9	1
APC4	CDC16	1
APC4	CDC23	1
APC4	CDC26	1
APC4	CDC27	1
APC4	CDC5	1
APC4	DOC1	1
APC4	MND2	1
APC4	SWM1	1
APC5	APC9	1
APC5	CDC16	1
APC5	CDC20	1
APC5	CDC23	1
APC5	CDC26	1
APC5	CDC27	1
APC5	DOC1	1
APC5	MND2	1
APC5	SWM1	1
APC9	CDC16	1
APC9	CDC20	1
APC9	CDC23	1
APC9	CDC26	1
APC9	CDC27	1
APC9	CDC5	1
APC9	DOC1	1
APC9	MND2	1
APC9	SWM1	1
APE1	ATG19	1
APE2	MDH1	1
APE4	ATG19	1
APJ1	SIS1	1
APJ1	SSA1	1
APJ1	SSA2	1
APJ1	SSA3	1
APJ1	SSA4	1
APL2	APL4	1
APL2	APL5	1
APL2	APM1	1
APL2	APM2	1
APL2	ARF1	1
APL2	CHC1	1
APL2	CLC1	1
APL2	DYS1	1
APL2	ENT5	1
APL2	GGA2	1
APL2	INP53	1
APL2	MIL1	1
APL2	VPS1	1
APL3	APM4	1
APL3	IST1	1
APL4	APM1	1
APL4	APM2	1
APL4	CHC1	1
APL4	CLC1	1
APL4	ENT3	1
APL4	ENT5	1
APL4	GGA2	1
APL5	APM1	1
APL5	PUS1	1
APL5	VAM3	1
APL5	VPS41	1
APM1	APM4	1
APM1	CHC1	1
APM1	CLC1	1
APM1	GGA2	1
APM1	SEC23	1
APM2	CHC1	1
APM2	CLC1	1
APM2	LAS17	1
APM2	MIL1	1
APM4	PKC1	1
APN1	APN2	1
APN1	PIR1	1
APN2	POL30	1
APN2	REV3	1
APP1	RVS161	1
APP1	RVS167	1
APT1	APT2	1
AQR1	CTF18	1
ARB1	FUN12	1
ARB1	LAS1	1
ARB1	NOP6	1
ARB1	RLP7	1
ARB1	RPL12B	1
ARB1	RPL14B	1
ARB1	RPL17A	1
ARB1	RPL17B	1
ARB1	RPL25	1
ARB1	RPL28	1
ARB1	RPL2B	1
ARB1	RPL3	1
ARB1	RPL35A	1
ARB1	RPL35B	1
ARB1	RPL7A	1
ARB1	TIF1	1
ARB1	TIF2	1
ARB1	TIF6	1
ARC1	GUS1	1
ARC1	ILS1	1
ARC1	LOS1	1
ARC1	MES1	1
ARC1	MSM1	1
ARC15	ARC18	1
ARC15	ARC19	1
ARC15	ARC35	1
ARC15	ARC40	1
ARC15	ARP2	1
ARC15	ARP3	1
ARC15	LAS17	1
ARC15	MYO5	1
ARC15	SLA2	1
ARC15	VRP1	1
ARC18	ARC19	1
ARC18	ARC35	1
ARC18	ARC40	1
ARC18	ARP2	1
ARC18	ARP3	1
ARC18	LAS17	1
ARC18	MYO5	1
ARC18	SLA2	1
ARC18	VRP1	1
ARC19	ARC35	1
ARC19	ARC40	1
ARC19	ARP2	1
ARC19	ARP3	1
ARC19	LAS17	1
ARC19	MYO3	1
ARC19	MYO5	1
ARC19	SLA2	1
ARC19	VRP1	1
ARC35	ARC40	1
ARC35	ARP2	1
ARC35	ARP3	1
ARC35	CMD1	1
ARC35	CRN1	1
ARC35	LAS17	1
ARC35	MYO5	1
ARC40	ARP2	1
ARC40	ARP3	1
ARC40	CRN1	1
ARC40	LAS17	1
ARC40	MYO3	1
ARC40	MYO5	1
ARC40	PAC1	1
ARC40	VRP1	1
ARD1	ASC1	1
ARD1	MDM20	1
ARD1	NAT1	1
ARD1	NAT5	1
ARE1	ARE2	1
ARE1	DGA1	1
ARE1	PAH1	1
ARE1	RGR1	1
ARE1	SSN2	1
ARE2	DGA1	1
ARE2	PAH1	1
ARF1	ARF2	1
ARF1	BET1	1
ARF1	BOS1	1
ARF1	CHC1	1
ARF1	COP1	1
ARF1	FRQ1	1
ARF1	GCS1	1
ARF1	GEA1	1
ARF1	GEA2	1
ARF1	GGA1	1
ARF1	GGA2	1
ARF1	GLO3	1
ARF1	PIK1	1
ARF1	SEC22	1
ARF1	SEC27	1
ARF1	SNC1	1
ARF1	YDJ1	1
ARF1	YPT1	1
ARF1	YPT31	1
ARF2	GEA1	1
ARF2	GGA1	1
ARF2	GGA2	1
ARF2	GLO3	1
ARF2	MMF1	1
ARF2	SEC27	1
ARF2	SET6	1
ARF3	BUD2	1
ARF3	GGA2	1
ARF3	LAS17	1
ARG2	ARG5,6	1
ARG3	CAR1	1
ARG7	GDH1	1
ARG80	ARG81	1
ARG80	ARG82	1
ARG80	UME6	1
ARG81	MCM1	1
ARG81	UME6	1
ARG82	MCM1	1
ARG82	PLC1	1
ARG82	PSY2	1
ARK1	END3	1
ARK1	ENT2	1
ARK1	PAN1	1
ARK1	SLA2	1
ARK1	YAP1801	1
ARL1	GEA2	1
ARL1	MON2	1
ARL1	VPS54	1
ARL1	YPT1	1
ARL1	YPT6	1
ARO1	ARO7	1
ARO1	GDH1	1
ARO1	HOM2	1
ARO1	HSC82	1
ARO1	IDH2	1
ARO1	PFK1	1
ARO1	RAD51	1
ARO1	RPT6	1
ARO1	TRP3	1
ARO1	YHB1	1
ARO2	ARO7	1
ARO3	ARO4	1
ARO4	TMA19	1
ARO7	TYR1	1
ARO8	ARO9	1
ARP1	ARP10	1
ARP1	CAP1	1
ARP1	CAP2	1
ARP1	COF1	1
ARP1	DYN1	1
ARP1	DYN3	1
ARP1	HSC82	1
ARP1	JNM1	1
ARP1	MYO2	1
ARP1	NIP100	1
ARP1	PAC11	1
ARP1	PFY1	1
ARP1	SWR1	1
ARP1	TPM1	1
ARP1	TUB1	1
ARP1	TUB2	1
ARP1	TUB3	1
ARP1	VRP1	1
ARP10	JNM1	1
ARP10	NIP100	1
ARP2	ARP3	1
ARP2	BZZ1	1
ARP2	CCT5	1
ARP2	CCT8	1
ARP2	COF1	1
ARP2	CRN1	1
ARP2	EDE1	1
ARP2	END3	1
ARP2	ENT2	1
ARP2	LAS17	1
ARP2	MYO3	1
ARP2	MYO5	1
ARP2	PAN1	1
ARP2	PUF3	1
ARP2	RVS161	1
ARP2	RVS167	1
ARP2	SAC6	1
ARP2	SLA2	1
ARP2	TPM1	1
ARP2	VPS1	1
ARP2	VRP1	1
ARP3	CAP1	1
ARP3	CRN1	1
ARP3	LAS17	1
ARP3	MYO5	1
ARP3	TAP42	1
ARP3	TPM1	1
ARP4	ARP5	1
ARP4	ARP6	1
ARP4	ARP8	1
ARP4	BDF1	1
ARP4	EAF6	1
ARP4	EPL1	1
ARP4	ESA1	1
ARP4	GCN5	1
ARP4	HFI1	1
ARP4	HTA1	1
ARP4	HTZ1	1
ARP4	INO80	1
ARP4	NGG1	1
ARP4	NHP10	1
ARP4	RSC1	1
ARP4	RVB1	1
ARP4	RVB2	1
ARP4	SAS5	1
ARP4	SGF29	1
ARP4	SNF2	1
ARP4	SNF5	1
ARP4	SWC4	1
ARP4	SWR1	1
ARP4	TAF14	1
ARP4	TRA1	1
ARP4	VPS71	1
ARP4	VPS72	1
ARP4	YAF9	1
ARP4	YNG2	1
ARP5	ARP8	1
ARP5	HIR1	1
ARP5	HTZ1	1
ARP5	INO80	1
ARP5	NHP10	1
ARP5	RVB1	1
ARP5	RVB2	1
ARP5	SWR1	1
ARP5	TAF14	1
ARP5	YAF9	1
ARP6	ARP7	1
ARP6	ARP8	1
ARP6	BDF1	1
ARP6	CCA1	1
ARP6	HTZ1	1
ARP6	NHP10	1
ARP6	RVB1	1
ARP6	RVB2	1
ARP6	SWC4	1
ARP6	SWR1	1
ARP6	TAF14	1
ARP6	VPS71	1
ARP6	VPS72	1
ARP6	YAF9	1
ARP7	GCN5	1
ARP7	HHT2	1
ARP7	HTL1	1
ARP7	HTZ1	1
ARP7	RSC1	1
ARP7	RSC2	1
ARP7	RSC3	1
ARP7	RSC4	1
ARP7	RSC8	1
ARP7	RSC9	1
ARP7	SFH1	1
ARP7	SNF2	1
ARP7	SNF5	1
ARP7	SNF6	1
ARP7	STH1	1
ARP7	SWC4	1
ARP7	SWI1	1
ARP7	SWI3	1
ARP7	SWR1	1
ARP7	TAF14	1
ARP7	VPS72	1
ARP8	ESA1	1
ARP8	HTZ1	1
ARP8	INO80	1
ARP8	NHP10	1
ARP8	NHP6A	1
ARP8	RVB1	1
ARP8	RVB2	1
ARP8	SWC4	1
ARP8	SWI6	1
ARP8	SWR1	1
ARP8	TAF14	1
ARP8	VPS71	1
ARP8	VPS72	1
ARP8	YAF9	1
ART5	LYS12	1
ART5	RSP5	1
ASC1	BUD14	1
ASC1	ENP1	1
ASC1	FUN12	1
ASC1	GSP2	1
ASC1	HSC82	1
ASC1	HSP82	1
ASC1	KIN3	1
ASC1	LIP5	1
ASC1	MRPL22	1
ASC1	NAT1	1
ASC1	NIP1	1
ASC1	PAT1	1
ASC1	PKC1	1
ASC1	PRT1	1
ASC1	RPL18A	1
ASC1	RPS0A	1
ASC1	RPS10A	1
ASC1	RPS10B	1
ASC1	RPS11A	1
ASC1	RPS11B	1
ASC1	RPS12	1
ASC1	RPS13	1
ASC1	RPS14A	1
ASC1	RPS14B	1
ASC1	RPS15	1
ASC1	RPS16A	1
ASC1	RPS16B	1
ASC1	RPS17A	1
ASC1	RPS17B	1
ASC1	RPS18A	1
ASC1	RPS18B	1
ASC1	RPS19A	1
ASC1	RPS19B	1
ASC1	RPS1A	1
ASC1	RPS2	1
ASC1	RPS20	1
ASC1	RPS21A	1
ASC1	RPS22A	1
ASC1	RPS23A	1
ASC1	RPS23B	1
ASC1	RPS24A	1
ASC1	RPS24B	1
ASC1	RPS25A	1
ASC1	RPS26A	1
ASC1	RPS26B	1
ASC1	RPS27A	1
ASC1	RPS28A	1
ASC1	RPS28B	1
ASC1	RPS29A	1
ASC1	RPS29B	1
ASC1	RPS3	1
ASC1	RPS30A	1
ASC1	RPS30B	1
ASC1	RPS31	1
ASC1	RPS4A	1
ASC1	RPS4B	1
ASC1	RPS5	1
ASC1	RPS6A	1
ASC1	RPS6B	1
ASC1	RPS7A	1
ASC1	RPS8A	1
ASC1	RPS8B	1
ASC1	RPS9A	1
ASC1	RPS9B	1
ASC1	SCP160	1
ASC1	SSE1	1
ASC1	TIF4631	1
ASC1	TMA20	1
ASC1	TMA22	1
ASC1	ZUO1	1
ASE1	CIN8	1
ASE1	KAR3	1
ASE1	KIP1	1
ASE1	KIP2	1
ASF1	CAC2	1
ASF1	CHD1	1
ASF1	HHF1	1
ASF1	HHF2	1
ASF1	HHO1	1
ASF1	HHT1	1
ASF1	HHT2	1
ASF1	HIR1	1
ASF1	HIR2	1
ASF1	HIR3	1
ASF1	HPC2	1
ASF1	HTA2	1
ASF1	HTB2	1
ASF1	HTZ1	1
ASF1	ISW1	1
ASF1	MCM2	1
ASF1	MCM6	1
ASF1	MSH2	1
ASF1	ORC4	1
ASF1	RAD52	1
ASF1	RAD53	1
ASF1	RAD6	1
ASF1	RLF2	1
ASF1	RNR2	1
ASF1	RNR4	1
ASF1	RTT106	1
ASF1	RTT109	1
ASF1	SAS2	1
ASF1	SAS4	1
ASF1	SAS5	1
ASF1	SIR2	1
ASF1	SNF5	1
ASF1	STH1	1
ASF1	VIP1	1
ASG1	HTB1	1
ASH1	CTI6	1
ASH1	DEP1	1
ASH1	PHO23	1
ASH1	RPD3	1
ASH1	RXT2	1
ASH1	SAP30	1
ASH1	SDS3	1
ASH1	SIN3	1
ASH1	UME1	1
ASH1	UME6	1
ASI1	ASI3	1
ASK1	BUB1	1
ASK1	BUB3	1
ASK1	CBF2	1
ASK1	CHL4	1
ASK1	CIN8	1
ASK1	DAD1	1
ASK1	DAD2	1
ASK1	DAD3	1
ASK1	DAD4	1
ASK1	DAM1	1
ASK1	DUO1	1
ASK1	FIN1	1
ASK1	GLC7	1
ASK1	HSK3	1
ASK1	IPL1	1
ASK1	MAD1	1
ASK1	MAD2	1
ASK1	NDC80	1
ASK1	NUF2	1
ASK1	SPC105	1
ASK1	SPC19	1
ASK1	SPC34	1
ASK1	STU2	1
ASK10	KDX1	1
ASM4	ESS1	1
ASM4	KAP95	1
ASM4	MLP2	1
ASM4	NIC96	1
ASM4	NSP1	1
ASM4	NUP100	1
ASM4	NUP116	1
ASM4	NUP145	1
ASM4	NUP157	1
ASM4	NUP159	1
ASM4	NUP170	1
ASM4	NUP42	1
ASM4	NUP49	1
ASM4	NUP53	1
ASM4	NUP57	1
ASN1	ASN2	1
ASN2	URA7	1
ASP1	MUK1	1
ASR1	CRN1	1
ASR1	ESS1	1
ASR1	RPB2	1
ASR1	RPB3	1
ASR1	RPO21	1
ASR1	UBC1	1
ASR1	UBC5	1
ATG1	ATG11	1
ATG1	ATG13	1
ATG1	ATG17	1
ATG1	ATG29	1
ATG1	ELM1	1
ATG1	PHO85	1
ATG1	SNF1	1
ATG1	SNX4	1
ATG1	TOR1	1
ATG1	TOR2	1
ATG1	UBP11	1
ATG1	YPT1	1
ATG11	ATG13	1
ATG11	ATG17	1
ATG11	ATG19	1
ATG11	ATG29	1
ATG11	ATG34	1
ATG11	ATG39	1
ATG11	DNM1	1
ATG11	SWA2	1
ATG11	YPT1	1
ATG12	ATG16	1
ATG12	ATG18	1
ATG12	ATG21	1
ATG12	ATG3	1
ATG12	ATG5	1
ATG12	ATG7	1
ATG12	ATG8	1
ATG12	UBA1	1
ATG13	ATG17	1
ATG15	TGL3	1
ATG15	TGL4	1
ATG16	ATG19	1
ATG16	ATG21	1
ATG16	ATG5	1
ATG17	ATG29	1
ATG17	SNX4	1
ATG17	SWA2	1
ATG18	ATG2	1
ATG18	ATG21	1
ATG18	FAB1	1
ATG18	FIG4	1
ATG18	RTG3	1
ATG18	VAC14	1
ATG18	VAC17	1
ATG19	ATG8	1
ATG19	UBP3	1
ATG2	MAS2	1
ATG2	MIF2	1
ATG20	SNX4	1
ATG20	TLG2	1
ATG3	ATG7	1
ATG3	ATG8	1
ATG3	MTR10	1
ATG38	VPS15	1
ATG38	VPS34	1
ATG5	ATG7	1
ATG5	ATG8	1
ATG7	ATG8	1
ATG8	VAM3	1
ATH1	NTH1	1
ATH1	NTH2	1
ATP1	ATP11	1
ATP1	ATP12	1
ATP1	ATP14	1
ATP1	ATP15	1
ATP1	ATP16	1
ATP1	ATP17	1
ATP1	ATP18	1
ATP1	ATP19	1
ATP1	ATP2	1
ATP1	ATP20	1
ATP1	ATP3	1
ATP1	ATP4	1
ATP1	ATP5	1
ATP1	ATP6	1
ATP1	ATP7	1
ATP1	ATP8	1
ATP1	OLI1	1
ATP1	TIM11	1
ATP1	VMA10	1
ATP1	VPH1	1
ATP1	YOR1	1
ATP11	ATP12	1
ATP11	ATP2	1
ATP11	MPT5	1
ATP12	ATP2	1
ATP14	ATP15	1
ATP14	ATP16	1
ATP14	ATP17	1
ATP14	ATP18	1
ATP14	ATP2	1
ATP14	ATP3	1
ATP14	ATP4	1
ATP14	ATP5	1
ATP14	ATP6	1
ATP14	ATP7	1
ATP14	ATP8	1
ATP14	IPP1	1
ATP14	OLI1	1
ATP14	TIM11	1
ATP14	VMA5	1
ATP15	ATP16	1
ATP15	ATP17	1
ATP15	ATP18	1
ATP15	ATP19	1
ATP15	ATP2	1
ATP15	ATP3	1
ATP15	ATP4	1
ATP15	ATP5	1
ATP15	ATP6	1
ATP15	ATP7	1
ATP15	ATP8	1
ATP15	OLI1	1
ATP16	ATP17	1
ATP16	ATP18	1
ATP16	ATP19	1
ATP16	ATP2	1
ATP16	ATP3	1
ATP16	ATP4	1
ATP16	ATP5	1
ATP16	ATP6	1
ATP16	ATP7	1
ATP16	ATP8	1
ATP16	CDC60	1
ATP16	OLI1	1
ATP17	ATP18	1
ATP17	ATP19	1
ATP17	ATP2	1
ATP17	ATP3	1
ATP17	ATP4	1
ATP17	ATP5	1
ATP17	ATP6	1
ATP17	ATP7	1
ATP17	ATP8	1
ATP17	OLI1	1
ATP18	ATP19	1
ATP18	ATP2	1
ATP18	ATP20	1
ATP18	ATP3	1
ATP18	ATP4	1
ATP18	ATP5	1
ATP18	ATP6	1
ATP18	ATP7	1
ATP18	ATP8	1
ATP18	IPP1	1
ATP18	OLI1	1
ATP18	TIM11	1
ATP18	VMA13	1
ATP19	ATP2	1
ATP19	ATP3	1
ATP19	ATP4	1
ATP19	ATP5	1
ATP19	ATP6	1
ATP19	ATP7	1
ATP19	ATP8	1
ATP19	IPP1	1
ATP19	OLI1	1
ATP2	ATP20	1
ATP2	ATP3	1
ATP2	ATP4	1
ATP2	ATP5	1
ATP2	ATP6	1
ATP2	ATP7	1
ATP2	ATP8	1
ATP2	HSC82	1
ATP2	HSP82	1
ATP2	IPP1	1
ATP2	MGE1	1
ATP2	OLI1	1
ATP2	PAM16	1
ATP2	TIM11	1
ATP2	TOM70	1
ATP2	VMA1	1
ATP20	ATP4	1
ATP20	ATP5	1
ATP20	TIM11	1
ATP3	ATP4	1
ATP3	ATP5	1
ATP3	ATP6	1
ATP3	ATP7	1
ATP3	ATP8	1
ATP3	OLI1	1
ATP4	ATP5	1
ATP4	ATP6	1
ATP4	ATP7	1
ATP4	ATP8	1
